web-scraper-order,web-scraper-start-url,score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link,link-href,channel,permission
"1689870859-263","https://movie.douban.com/tv/","6.2","20143人评价","7.5%","7.5%","44.3%","16.3%","6.5%","导演: 周家文","编剧: 汪洪","徐正溪 / 孟子义 / 朱元冰 / 苏梦芸 / 衣云鹤 / 李卿 / 张昕懿 / 姜杉 / 李菲更多...","类型: 剧情 / 爱情 / 古装","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-03-15(中国大陆)","","集数: 24","单集片长: 45分钟","又名: 造作时光 / Royal Rumours","IMDb: tt27154769","花琉璃轶闻","花琉璃轶闻2023 / 中国大陆 / 剧情 爱情 古装 / 周家文 / 徐正溪 孟子义6.2","https://www.douban.com/doubanapp/dispatch?uri=/tv/35634027","腾讯视频","VIP免费观看"
"1689870880-264","https://movie.douban.com/tv/","7.6","61727人评价","25.1%","25.1%","26.9%","5.6%","1.8%","导演: 张大磊","编剧: 张大磊 / 肖睿 / 郭涛 / 胡蓉蓉 / 张桉阳 / 庞博","董子健 / 海清 / 邱天 / 董宝石 / 张晨 / 梁景东 / 王铮 / 张宁浩 / 郑昊森 / 张夏萌 / 艾敬 / 郭玉兵 / 宝音巴雅尔  / 黄诗锦更多...","类型: 剧情","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-01-16(中国大陆)","","集数: 6","单集片长: 70分钟","又名: 平原上的摩西(剧版) / 平原上的火焰剧版 / Why Try to Change Me Now","IMDb: tt17677612","平原上的摩西","平原上的摩西2023 / 中国大陆 / 剧情 / 张大磊 / 董子健 海清7.6","https://www.douban.com/doubanapp/dispatch?uri=/tv/35232070","爱奇艺视频","VIP免费观看"
"1689870901-265","https://movie.douban.com/tv/","8.8","1445人评价","53.3%","53.3%","8.9%","2.2%","0.0%","导演: 李豪凌","编剧: 李豪凌","杨天翔 / 苏尚卿 / 李诗萌","类型: 动画 / 悬疑","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-07-14(中国大陆)","","集数: 12","单集片长: 24分钟","又名: 时光代理人Ⅱ / Link Click Ⅱ","","时光代理人 第二季","时光代理人 第二季2023 / 中国大陆 / 动画 悬疑 / 李豪凌 / 杨天翔 苏尚卿8.8","https://www.douban.com/doubanapp/dispatch?uri=/tv/35524539","",""
"1689870922-266","https://movie.douban.com/tv/","6.1","7488人评价","17.1%","17.1%","24.9%","20.9%","14.7%","导演: 王威","编剧: 沐非 / 冀楚忱","张楠 / 王玉雯 / 孙艺洲 / 赵英博 / 刘美彤 / 刘雪华 / 洪剑涛 / 刘敏 / 温峥嵘 / 赵晴 / 张垒 / 杨超越 / 杜若溪 / 陈紫函 / 陆妍淇 / 王思懿 / 惠英红 / 汪汐潮 / 黄馨瑶 / 赵嘉敏更多...","类型: 爱情 / 古装","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-05(中国大陆)","","集数: 37","单集片长: 45分钟","又名: 风雨浓胭脂乱","IMDb: tt27951173","微雨燕双飞","微雨燕双飞2023 / 中国大陆 / 爱情 古装 / 王威 / 张楠 王玉雯6.1","https://www.douban.com/doubanapp/dispatch?uri=/tv/27001389","优酷视频","VIP免费观看"
"1689870943-267","https://movie.douban.com/tv/","6.7","4242人评价","8.4%","8.4%","20.1%","7.8%","12.8%","","","管乐 / 孟子义 / 王濛 / 杨超越 / 张雨绮","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-12(中国大陆)","","","单集片长: 100分钟","","","漂亮的战斗","漂亮的战斗2023 / 中国大陆 / 真人秀 / 管乐 孟子义6.7","https://www.douban.com/doubanapp/dispatch?uri=/tv/36094350","爱奇艺视频","VIP免费观看"
"1689870964-268","https://movie.douban.com/tv/","8.1","32779人评价","31.9%","31.9%","17.3%","3.5%","1.5%","导演: 吴强 / 于中中","编剧: 许芃芃 / 刘莎莎 / 合文俊 / 万紫颐","郑恺 / 陈钰琪 / 王鹤棣 / 张绍刚 / 袁文康 / 梁超 / 吴亚衡 / 张悦驰 / 程梓 / 合文俊 / 吴明晶 / 钟丽丽 / 张榕容 / 施羽 / 赵正阳 / 康亢 / 樊少皇 / 杨超越 / 林佑威 / 代乐乐 / 王霏 / 范湉湉 / 黄志玮 / 李飞 / 曹征 / 赵子琪 / 彭乙航 / 陈威旭 / 朱云儿 / 黄鑫 / 赵思 / 刘诣文 / 吴雅瑶 / 常依然 / 胡丹 / 姚瑾瑜 / 郭秋成 / 郝文婷 / 芮伟航 / 徐玉兰 / 乔梓童 / 李祉默 / 张庆庆 / 宁小花 / 李宏磊 / 刘琪 / 孙鹏 / 谭琍敏 / 於薇妮 / 党辉 / 计一彪 / 闫益民 / 杨旭文更多...","类型: 剧情","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-02-21(中国大陆)","","集数: 40","单集片长: 30分钟","又名: 俯卧撑","IMDb: tt26743807","今日宜加油","今日宜加油2023 / 中国大陆 / 剧情 / 吴强 于中中 / 郑恺 陈钰琪8.1","https://www.douban.com/doubanapp/dispatch?uri=/tv/35633618","爱奇艺视频","VIP免费观看"
"1689870985-269","https://movie.douban.com/tv/","7.6","9093人评价","30.4%","30.4%","23.4%","7.3%","4.9%","","","何炅 / 黄磊 / 张艺兴 / 彭昱畅 / 张子枫 / 宋丹丹 / 沙溢 / 陈赫 / 刘宪华更多...","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-04-28(中国大陆)","","","单集片长: 95分钟","又名: 向往的生活7","","向往的生活 第七季","向往的生活 第七季2023 / 中国大陆 / 真人秀 / 何炅 黄磊7.6","https://www.douban.com/doubanapp/dispatch?uri=/tv/36215237","芒果TV","VIP免费观看"
"1689871006-270","https://movie.douban.com/tv/","5.6","4277人评价","10.4%","10.4%","20.9%","25.2%","19.6%","","","马嘉祺 / 丁程鑫 / 宋亚轩 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖更多...","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-10(中国大陆)","","","","又名: 全员加速中2023 / 全员加速中重启版 / 全员逃走中 / Run For Time Season 3","","全员加速中 第三季","全员加速中 第三季2023 / 中国大陆 / 真人秀 / 马嘉祺 丁程鑫5.6","https://www.douban.com/doubanapp/dispatch?uri=/tv/36080688","芒果TV","VIP免费观看"
"1689871027-271","https://movie.douban.com/tv/","4.6","7590人评价","6.6%","6.6%","27.2%","34.6%","26.5%","导演: 李达超","编剧: 潘婧","许凯 / 古力娜扎 / 白澍 / 陆婷玉 / 宋昕冉 / 刘子瑞 / 郑凯 / 李艺彤更多...","类型: 爱情 / 古装","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-21(中国大陆)","","集数: 40","单集片长: 45分钟","","IMDb: tt27162349","雪鹰领主","雪鹰领主2023 / 中国大陆 / 爱情 古装 / 李达超 / 许凯 古力娜扎4.6","https://www.douban.com/doubanapp/dispatch?uri=/tv/27052277","腾讯视频","VIP免费观看"
"1689871048-272","https://movie.douban.com/tv/","7.6","24794人评价","24.3%","24.3%","25.2%","6.8%","2.1%","导演: 姜秀琼","编剧: 李樯 / 于帆 / 崔冉 / 喻婷","闫妮 / 邓恩熙 / 张瑶 / 姚晨 / 王珞丹 / 梅婷 / 芦芳生 / 黄尧 / 刘琳 / 张子贤 / 苗苗 / 耿乐 / 侯岩松 / 郭柯宇 / 李乃文 / 邹元清 / 焦刚 / 辛云来 / 李倩 / 赵滨 / 尹智玄 / 李沐然 / 于晓璘 / 王玥晞 / 吕星辰 / 张雪琳 / 巩小榕 / 田小洁 / 周逵 / 谢承颖 / 林俊毅 / 李逸男 / 葛四 / 黄飞 / 段博文 / 麻骏 / 方晓莉 / 牟紫 / 田淼 / 傅隽 / 徐玉琨 / 陈博豪 / 邓飞 / 李萍 / 王劲松 / 徐悦 / 王宏伟 / 荣飞 / 刘涛 / 马吟吟 / 康群智 / 沈保平 / 李俊贤 / 马驰 / 宫小喧 / 寇智国 / 师悦玲 / 王妍之 / 张晓谦 / 李勤勤 / 迟蓬 / 张熙然 / 张陆 / 于莎莎 / 王沛禄更多...","类型: 喜剧 / 家庭","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-07(中国大陆)","","集数: 18","单集片长: 45分钟","又名: 私奔的外婆 / Gone Grandma / Grandma's New World","IMDb: tt27678438","外婆的新世界","外婆的新世界2023 / 中国大陆 / 喜剧 家庭 / 姜秀琼 / 闫妮 邓恩熙7.6","https://www.douban.com/doubanapp/dispatch?uri=/tv/35390936","爱奇艺视频","VIP免费观看"
"1689871077-273","https://movie.douban.com/tv/","4.3","2216人评价","4.9%","4.9%","22.6%","26.8%","38.4%","导演: 崔亮","编剧: 张洁","张雨绮 / 高伟光 / 左小青 / 贾景晖 / 施诗 / 郭晓然 / 赵尧珂 / 王驾麟 / 吕勇卓 / 是安 / 李悦溪 / 陶红 / 曹曦文 / 任宥纶更多...","类型: 剧情 / 爱情","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-25(中国大陆)","","集数: 38","单集片长: 45分钟","又名: 误入浮华","IMDb: tt28178818","繁华似锦","繁华似锦2023 / 中国大陆 / 剧情 爱情 / 崔亮 / 张雨绮 高伟光4.3","https://www.douban.com/doubanapp/dispatch?uri=/tv/35087796","优酷视频","VIP免费观看"
"1689871098-274","https://movie.douban.com/tv/","6.9","22417人评价","10.7%","10.7%","43.8%","7.8%","1.9%","导演: 曾庆杰","编剧: 赵林","李沐宸 / 赵弈钦 / 王若麟 / 依灵 / 闵星翰 / 王星玮更多...","类型: 剧情 / 爱情 / 悬疑","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-03-30(中国大陆)","","集数: 25","单集片长: 13分钟","","","招惹","招惹2023 / 中国大陆 / 剧情 爱情 悬疑 / 曾庆杰 / 李沐宸 赵弈钦6.9","https://www.douban.com/doubanapp/dispatch?uri=/tv/36328436","腾讯视频","VIP免费观看"
"1689871119-275","https://movie.douban.com/tv/","6.7","5873人评价","16.7%","16.7%","27.3%","13.2%","9.2%","导演: 石慧","","黄子韬 / 宁静 / 古力娜扎 / 孙红雷 / 孙千 / 谢娜 / 徐志胜 / 宋小宝 / 李健 / 孙岩 / 冯兵 / 宋家腾更多...","类型: 悬疑 / 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-04-28(中国大陆)","","","","又名: 萌探探探案3","","萌探探探案 第三季","萌探探探案 第三季2023 / 中国大陆 / 悬疑 真人秀 / 石慧 / 黄子韬 宁静6.7","https://www.douban.com/doubanapp/dispatch?uri=/tv/36094344","爱奇艺视频","VIP免费观看"
"1689871140-276","https://movie.douban.com/tv/","5.7","134194人评价","8.9%","8.9%","43.0%","25.2%","9.5%","导演: 鲍成志","编剧: 吴迪 / 李芳","张译 / 陈雨锶 / 丁勇岱 / 俞灏明 / 赵阳 / 刘冠麟 / 水晶 / 齐奎 / 石凉 / 范雷 / 许芳铱 / 刘显达 / 齐航 / 赵晓东 / 白恩 / 姚安濂 / 李晓川 / 赵君 / 高峰 / 曲哲明 / 贺云庆 / 肖利滨 / 王伊瑶 / 王大奇 / 张治洲 / 付磊 / 李延 / 刘孝棣 / 于小鸣 / 陈卫 / 王奕盛 / 孙浩恩 / 初阳 / 王梓尘 / 李泽 / 张浩 / 杜帅 / 刘冉 / 曹苏苏 / 胡可女 / 吴昱瑶 / 陈昱铭 / 张天颖 / 孙文静 / 孟银行 / 吴昊西 / 王伯伦 / 蒲枭虎 / 李德强 / 周茜梦 / 涂月秀 / 野兆月 / 曹琦 / 龙婷 / 应雨宸 / 熊晓雯 / 韩三明 / 李坤霖 / 于昀汐 / 赵晖 / 茹天 / 陈木呷 / 高裔纯 / 李洪权 / 王丽涵 / 杨锐 / 凤翔 / 石健 / 刘云龙更多...","类型: 剧情 / 悬疑 / 犯罪","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-03-14(中国大陆)","","集数: 24","单集片长: 45分钟","又名: 平凡英雄 / Who Is He","IMDb: tt27137503","他是谁","他是谁2023 / 中国大陆 / 剧情 悬疑 犯罪 / 鲍成志 / 张译 陈雨锶5.7","https://www.douban.com/doubanapp/dispatch?uri=/tv/35873870","优酷视频","VIP免费观看"
"1689871161-277","https://movie.douban.com/tv/","9.3","8114人评价","68.9%","68.9%","3.0%","0.9%","0.0%","","","沈月 / 王敬轩 / 吴宇恒 / 周彦辰","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-26(中国大陆)","","","","又名: 野居一家","","快乐的大人","快乐的大人2023 / 中国大陆 / 真人秀 / 沈月 王敬轩9.3","https://www.douban.com/doubanapp/dispatch?uri=/tv/36369442","芒果TV","VIP免费观看"
"1689871182-278","https://movie.douban.com/tv/","6.2","2708人评价","11.8%","11.8%","43.1%","7.2%","14.9%","导演: 郭世民","编剧: 小吉祥天","肖燕 / 戴向宇 / 岳丽娜 / 徐梵溪 / 于非凡 / 蔡卓音 / 吴希泽 / 赵菁 / 马亮 / 谢承颖 / 张曦文 / 房程程 / 闫可欣 / 牛北壬 / 王宸心 / 赵静 / 顾靖 / 李泰延 / 朱铁 / 鲁佳妮 / 陈依莎 / 赵晓坤 / 李亚泽 / 张媛钰 / 杨云绚 / 张倩如 / 陈俐君 / 浦莎莎 / 张黎明 / 卢彩艺 / 周子熙 / 冷海铭 / 陈文波更多...","类型: 剧情 / 历史","制片国家/地区: 中国大陆 / 新加坡 / 马来西亚","语言: 汉语普通话","2023-06-20(中国大陆)","","集数: 40","单集片长: 45分钟","又名: SISTERHOOD / 南洋儿女情","IMDb: tt28090954","南洋女儿情","南洋女儿情2023 / 中国大陆 新加坡 马来西亚 / 剧情 历史 / 郭世民 / 肖燕 戴向宇6.2","https://www.douban.com/doubanapp/dispatch?uri=/tv/34947671","爱奇艺视频","VIP免费观看"
"1689871203-279","https://movie.douban.com/tv/","","暂无评分","","","","","","","","敖子逸 / 谷嘉诚 / 郭子凡 / 蒋依依 / 赖伟明 / 刘宇 / 卢昱晓 / 李奕臻 / 欧阳娜娜 / 施柏宇 / 吴俊霆 / 徐梦洁 / 闫桉 / 余承恩 / 易梦玲 / 张慧雯 / 张俪 / 钟欣潼 / 张雪迎 / 张艺凡 / 张一山更多...","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-07-13(中国大陆)","","集数: 10","单集片长: 90分钟","又名: Hit It Off","","一拍即合的我们","一拍即合的我们2023 / 中国大陆 / 真人秀 / 敖子逸 谷嘉诚暂无评分","https://www.douban.com/doubanapp/dispatch?uri=/tv/36396588","优酷视频","VIP免费观看"
"1689871224-280","https://movie.douban.com/tv/","7.0","47820人评价","16.2%","16.2%","36.2%","8.3%","3.7%","导演: 刘进","编剧: 陈彤 / 鲸哥","郭麒麟 / 金晨 / 晏紫东 / 朱珠 / 张子贤 / 康可人 / 王也 / 王志飞 / 吴玉芳 / 刘威葳 / 岳旸 / 向涵之 / 李乃文 / 牛莉 / 邱心志 / 隋俊波 / 李洪涛更多...","类型: 剧情 / 喜剧","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-03(中国大陆)","","集数: 36","单集片长: 45分钟","又名: 实习律师 / The Ordinary Road","IMDb: tt27641274","平凡之路","平凡之路2023 / 中国大陆 / 剧情 喜剧 / 刘进 / 郭麒麟 金晨7.0","https://www.douban.com/doubanapp/dispatch?uri=/tv/35555996","腾讯视频","VIP免费观看"
"1689871245-281","https://movie.douban.com/tv/","3.7","22108人评价","2.4%","2.4%","16.3%","18.8%","55.1%","导演: 左近","编剧: 沈磊珺","周延 / 热狗 / 谢帝 / 布瑞吉 / 艾福杰尼 / 艾热 / 刘静宁 / 董宝石 / 白景屹 / 大渊 / 邓典果 / 贰万 / 法老 / 功夫胖 / 黄旭 / 江澄宇 / 李尔新 / 李佳隆 / 李毅杰 / 满舒克 / 那吾克热·玉素甫江 / 欧阳靖 / 派克特 / 杨俊逸 / 肖恩恩 / 盛宇 / 瘦子 / 依加 / 钟祺 / 毛衍七 / 威尔 / 张子豪 / 雾都 / 西奥 / 小春 / 陈峥宇 / 谢可寅 / 杨和苏 / 于意 / 孙旸更多...","类型: 音乐 / 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-06(中国大陆)","","集数: 12","单集片长: 90分钟","又名: 中国说唱巅峰对决2 / 中国新说唱2023 / 中国新说唱5 / 中国新说唱 第五季 / 中国有嘻哈 第6季 / The Rap of China","","中国说唱巅峰对决2023","中国说唱巅峰对决20232023 / 中国大陆 / 音乐 真人秀 / 左近 / 周延 热狗3.7","https://www.douban.com/doubanapp/dispatch?uri=/tv/36094342","爱奇艺视频","VIP免费观看"
"1689871266-282","https://movie.douban.com/tv/","5.0","4334人评价","5.1%","5.1%","26.0%","16.6%","32.8%","","","黄晓明 / 大张伟 / 岳云鹏 / 贾乃亮 / 黄景瑜 / 龚俊 / 黄明昊 / 严浩翔更多...","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-04-16(中国大陆)","","","","又名: 极限挑战9","","极限挑战 第九季","极限挑战 第九季2023 / 中国大陆 / 真人秀 / 黄晓明 大张伟5.0","https://www.douban.com/doubanapp/dispatch?uri=/tv/36250596","优酷视频","VIP免费观看"
"1689871266-283","https://movie.douban.com/tv/","5.0","4334人评价","5.1%","5.1%","26.0%","16.6%","32.8%","","","黄晓明 / 大张伟 / 岳云鹏 / 贾乃亮 / 黄景瑜 / 龚俊 / 黄明昊 / 严浩翔更多...","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-04-16(中国大陆)","","","","又名: 极限挑战9","","极限挑战 第九季","极限挑战 第九季2023 / 中国大陆 / 真人秀 / 黄晓明 大张伟5.0","https://www.douban.com/doubanapp/dispatch?uri=/tv/36250596","爱奇艺视频","VIP免费观看"
"1689871266-284","https://movie.douban.com/tv/","5.0","4334人评价","5.1%","5.1%","26.0%","16.6%","32.8%","","","黄晓明 / 大张伟 / 岳云鹏 / 贾乃亮 / 黄景瑜 / 龚俊 / 黄明昊 / 严浩翔更多...","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-04-16(中国大陆)","","","","又名: 极限挑战9","","极限挑战 第九季","极限挑战 第九季2023 / 中国大陆 / 真人秀 / 黄晓明 大张伟5.0","https://www.douban.com/doubanapp/dispatch?uri=/tv/36250596","腾讯视频","VIP免费观看"
"1689871287-285","https://movie.douban.com/tv/","6.3","2202人评价","14.5%","14.5%","47.9%","17.0%","6.7%","导演: 邱钰","编剧: 屠悦爵 / 谢依尔 / 李里 / 屈菡阁","高瀚宇 / 宋妍霏 / 丞磊 / 林子璐 / 臧一人 / 石洁茹更多...","类型: 剧情 / 爱情","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-21(中国大陆)","","集数: 22","单集片长: 45分钟","又名: 莫达维的秘密","IMDb: tt28131611","爱的勘探法","爱的勘探法2023 / 中国大陆 / 剧情 爱情 / 邱钰 / 高瀚宇 宋妍霏6.3","https://www.douban.com/doubanapp/dispatch?uri=/tv/35873879","芒果TV","VIP免费观看"
"1689871308-286","https://movie.douban.com/tv/","9.5","51309人评价","80.0%","80.0%","3.1%","0.7%","0.8%","导演: 李帅帅","编剧: 李皖青 / 李佳炫 / 李帅帅","边江 / 申秋香 / 赵毅 / 阎萌萌 / 赵述仁 / 白杺瓒 / 刘思岑 / 张惠霖 / 王凯 / 露西 / 杨默更多...","类型: 动作 / 动画 / 武侠","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-03-02(中国大陆)","季数: 6","集数: 12","单集片长: 28分钟","又名: 画江湖之不良人VI / 画江湖之不良人 第六季","IMDb: tt25946178","画江湖之不良人6","画江湖之不良人62023 / 中国大陆 / 动作 动画 武侠 / 李帅帅 / 边江 申秋香9.5","https://www.douban.com/doubanapp/dispatch?uri=/tv/35801116","",""
"1689871329-287","https://movie.douban.com/tv/","7.8","6225人评价","38.7%","38.7%","17.6%","6.2%","6.4%","导演: 史鉴","","陈楚生 / 苏醒 / 王栎鑫 / 张远","类型: 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-09(中国大陆)","","集数: 10","单集片长: 90分钟","","","来活了兄弟","来活了兄弟2023 / 中国大陆 / 真人秀 / 史鉴 / 陈楚生 苏醒7.8","https://www.douban.com/doubanapp/dispatch?uri=/tv/36320280","爱奇艺视频","VIP免费观看"
"1689871350-288","https://movie.douban.com/tv/","7.3","10775人评价","28.4%","28.4%","22.2%","9.3%","6.8%","导演: 刘新","编剧: 赵曦玉 / 吕辉 / 董译蔚 / 李周行 / 赵欣然 / 吴瑶","郝蕾 / 王鸥 / 唐艺昕 / 宋丹丹 / 刘奕君 / 张国强 / 曹翠芬 / 马柏全 / 王彦霖 / 赵雅莉 / 赵千紫 / 朱婧仪 / 徐一帆 / 周体顺更多...","类型: 剧情 / 家庭","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-25(中国大陆)","","集数: 39","单集片长: 45分钟","又名: In Later Years","IMDb: tt27844108","熟年","熟年2023 / 中国大陆 / 剧情 家庭 / 刘新 / 郝蕾 王鸥7.3","https://www.douban.com/doubanapp/dispatch?uri=/tv/35465244","爱奇艺视频","VIP免费观看"
"1689871371-289","https://movie.douban.com/tv/","5.5","14773人评价","7.1%","7.1%","36.3%","21.7%","17.9%","导演: 任洋","","陈嘉桦 / 刘逸云 / 卢靖姗 / 谢娜 / 孙悦 / 刘惜君 / 美依礼芽 / 芝芙 / 龚琳娜 / 朱珠 / 曾可妮 / 吉娜·爱丽丝 / 黄丽玲 / 汪小敏 / 秋瓷炫 / 谢欣 / 瞿颖 / 蔡少芬 / 贾静雯 / 李莎旻子 / 赵丽娜 / 张嘉倪 / 刘雅瑟 / 徐怀钰 / 李彩桦 / 吴倩 / 许靖韵 / 陈冰 / 唐伯虎 / 陈意涵 / 吴优 / 王佳宇 / 卡捷琳娜·凯丽 / 黄晓明更多...","类型: 音乐 / 歌舞 / 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-05(中国大陆)","","集数: 12","","又名: 乘风破浪4 / 浪姐4 / 乘风 / 乘风破浪的姐姐 第四季 / 乘风破浪的姐姐4 / 乘风破浪·大美中国季","","乘风2023","乘风20232023 / 中国大陆 / 音乐 歌舞 真人秀 / 任洋 / 陈嘉桦 刘逸云5.5","https://www.douban.com/doubanapp/dispatch?uri=/tv/36198421","咪咕视频","VIP免费观看"
"1689871371-290","https://movie.douban.com/tv/","5.5","14773人评价","7.1%","7.1%","36.3%","21.7%","17.9%","导演: 任洋","","陈嘉桦 / 刘逸云 / 卢靖姗 / 谢娜 / 孙悦 / 刘惜君 / 美依礼芽 / 芝芙 / 龚琳娜 / 朱珠 / 曾可妮 / 吉娜·爱丽丝 / 黄丽玲 / 汪小敏 / 秋瓷炫 / 谢欣 / 瞿颖 / 蔡少芬 / 贾静雯 / 李莎旻子 / 赵丽娜 / 张嘉倪 / 刘雅瑟 / 徐怀钰 / 李彩桦 / 吴倩 / 许靖韵 / 陈冰 / 唐伯虎 / 陈意涵 / 吴优 / 王佳宇 / 卡捷琳娜·凯丽 / 黄晓明更多...","类型: 音乐 / 歌舞 / 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-05-05(中国大陆)","","集数: 12","","又名: 乘风破浪4 / 浪姐4 / 乘风 / 乘风破浪的姐姐 第四季 / 乘风破浪的姐姐4 / 乘风破浪·大美中国季","","乘风2023","乘风20232023 / 中国大陆 / 音乐 歌舞 真人秀 / 任洋 / 陈嘉桦 刘逸云5.5","https://www.douban.com/doubanapp/dispatch?uri=/tv/36198421","芒果TV","VIP免费观看"
"1689871392-291","https://movie.douban.com/tv/","8.0","2255人评价","28.3%","28.3%","12.5%","2.5%","3.9%","导演: 宫鹏","编剧: 孙莉","杨魏玲花 / 曾毅 / 黄子韬 / 马伯骞 / R3HAB","类型: 音乐 / 真人秀","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-06-30(中国大陆)","","集数: 11","","","","星电音联盟","星电音联盟2023 / 中国大陆 / 音乐 真人秀 / 宫鹏 / 杨魏玲花 曾毅8.0","https://www.douban.com/doubanapp/dispatch?uri=/tv/36396609","优酷视频","VIP免费观看"
"1689871413-292","https://movie.douban.com/tv/","8.6","33676人评价","45.9%","45.9%","11.8%","1.9%","0.9%","导演: 韦正","编剧: 韦正 / 邹杰","李佳航 / 成果 / 张一铎 / 屠画 / 刘中秋 / 李汶凡 / 孙艺文 / 榕榕 / 王蕴凡 / 单纯 / 楚笛 / 刘萌萌 / 都肖萌 / 王俊楠 / 杨诺 / 封影松 / 杨曾皓 / 邹锴 / 王有亮 / 李杨 / 李垚垚 / 杨宗儒 / 李玮珽 / 宋小川 / 潘媛媛 / 李睿智 / 洪晓晓 / 杜凡昕之 / 海依凡 / 朱莎丽 / 严丰 / 宋雨晴 / 宋禹 / 李宏磊 / 董世豪 / 魏志杰 / 马海燕 / 严宇馨 / 于立 / 赵文明 / 吴名 / 孟函羲 / 孙晓磊 / 王星辰 / 党辉 / 董文军 / 萧子一 / 方誉瑶 / 刘佳莹更多...","类型: 剧情 / 喜剧","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-04-29(中国大陆)","","集数: 24","单集片长: 45分钟","又名: The Lord of Losers","IMDb: tt27641252","破事精英 第二季","破事精英 第二季2023 / 中国大陆 / 剧情 喜剧 / 韦正 / 李佳航 成果8.6","https://www.douban.com/doubanapp/dispatch?uri=/tv/35981366","爱奇艺视频","VIP免费观看"
"1689871434-293","https://movie.douban.com/tv/","8.7","244126人评价","53.7%","53.7%","12.3%","1.7%","0.5%","导演: 陈廖宇 / 於水 / 胡睿 / 杨木 / 刘毛宁 / 陈莲华 / 徐宁 / 顾杨 / 刘旷 / 潘斌","编剧: 於水 / 胡睿 / 杨木 / 汪洋 / 刘毛宁 / 陈莲华 / 周小琳 / 魏诗芮 / 顾杨 / 刘旷 / 潘斌","","类型: 动画 / 短片 / 奇幻","制片国家/地区: 中国大陆","语言: 汉语普通话","2023-01-01(中国大陆)","","集数: 8","单集片长: 20分钟","又名: Yao-Chinese Folktales","IMDb: tt26007176","中国奇谭","中国奇谭2023 / 中国大陆 / 动画 短片 奇幻 / 陈廖宇 於水 胡睿 杨木 刘毛宁 陈莲华 徐宁 顾杨 刘旷 潘斌8.7","https://www.douban.com/doubanapp/dispatch?uri=/tv/35674355","哔哩哔哩","VIP免费观看"
"1689871455-294","https://movie.douban.com/tv/","9.0","8855人评价","66.0%","66.0%","11.0%","1.9%","1.1%","导演: 史涓生 / 邓志巍","编剧: 张雯 / 许先哲","史涓生 / 蒋渝峰 / 赵聚散 / 丁文明 / 李文臻 / 黄洋 / 赵奥捷更多...","类型: 动作 / 动画 / 武侠","制片国家/地区: 中国大陆","语言: 汉语普通话 Mandarin","2023-06-01(中国大陆)","","集数: 14","单集片长: 20分钟","又名: 镖人动画版","IMDb: tt28259824","镖人","镖人2023 / 中国大陆 / 动作 动画 武侠 / 史涓生 邓志巍 / 史涓生 蒋渝峰9.0","https://www.douban.com/doubanapp/dispatch?uri=/tv/30232254","腾讯视频","VIP免费观看"
